Gene ID	Organism	Genomic Location (Gene)	Product Description	Gene Name or Symbol	
Tb927.10.10610	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:2,586,261..2,587,759(-)	protein tyrosine phosphatase, putative	N/A	
Tb927.10.7860	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:1,964,548..1,966,520(-)	hypothetical protein, conserved	N/A	
Tb927.11.19810	Trypanosoma brucei brucei TREU927	Tb927_11_RH_fork_v5.1:415,533..416,111(-)	hypothetical protein	N/A	
Tb11.v5.0757	Trypanosoma brucei brucei TREU927	Tb927_11_bin_v5.1:3,953,541..3,954,646(-)	stress-inducible protein STI1-like, putative	N/A	
Tb11.v5.0929	Trypanosoma brucei brucei TREU927	Tb927_11_bin_v5.1:4,805,957..4,809,470(-)	variant surface glycoprotein (VSG, atypical), putative	N/A	
Tb11.v5.1011	Trypanosoma brucei brucei TREU927	Tb927_11_bin_v5.1:5,284,159..5,310,457(+)	calpain-like cysteine peptidase, putative	N/A	
Tb11.v5.0239	Trypanosoma brucei brucei TREU927	Tb927_11_bin_v5.1:473,863..476,839(-)	TPR-repeat-containing chaperone protein DNAJ, putative	N/A	
Tb11.v5.0777	Trypanosoma brucei brucei TREU927	Tb927_11_bin_v5.1:4,034,064..4,036,108(+)	paraflagellar rod protein, putative	N/A	
Tb11.1441	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:5,192,695..5,193,162(+)	variant surface glycoprotein (VSG, pseudogene), fragment	N/A	
Tb927.11.12770	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:3,415,581..3,421,623(-)	ubiquitin ligase, putative	N/A	
Tb927.11.12100	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:3,232,652..3,233,796(+)	RNA-binding protein, putative	RBP5	
Tb927.11.3240	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:925,273..927,151(+)	T-complex protein 1, zeta subunit, putative	TCP-1-zeta	
Tb927.11.11420	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:3,051,566..3,057,222(+)	hypothetical protein	N/A	
Tb927.11.11350	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:3,033,968..3,035,822(+)	hypothetical protein, conserved	N/A	
Tb927.11.18160	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:4,916,496..4,919,293(-)	expression site-associated gene 3 (ESAG3), degenerate	N/A	
Tb927.11.1770	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:533,682..535,004(-)	hypothetical protein, conserved	N/A	
Tb927.11.600	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:146,673..147,270(-)	Mitochondrial ATP synthase subunit, putative	N/A	
Tb927.11.11670	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:3,130,485..3,132,423(+)	dolichyl-lipid chaperone, putative	RFT1	
Tb10.v4.0095	Trypanosoma brucei brucei TREU927	tryp_X-220a01.q1c:17,566..19,008(-)	variant surface glycoprotein (VSG), putative	N/A	
Tb927.10.15990	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:3,936,514..3,938,228(+)	expression site-associated gene 4 (ESAG4), pseudogene	N/A	
Tb927.11.4890	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:1,398,457..1,399,845(+)	Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase	MT48	
Tb927.7.6470	Trypanosoma brucei brucei TREU927	Tb927_07_v5.1:1,756,895..1,759,008(+)	metallo-peptidase, Clan MK, Family M67	N/A	
Tb927.10.14130	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:3,432,891..3,433,351(-)	SRP19 protein, putative	N/A	
Tb927.11.18570	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:5,119,516..5,120,870(+)	variant surface glycoprotein (VSG), pseudogene	N/A	
Tb927.2.1210	Trypanosoma brucei brucei TREU927	Tb927_02_v5.1:219,959..226,625(-)	retrotransposon hot spot protein 4 (RHS4), putative	RHS4	
Tb11.v5.0866	Trypanosoma brucei brucei TREU927	Tb927_11_bin_v5.1:4,524,831..4,526,390(-)	major vault protein, putative	N/A	
Tb927.5.3370	Trypanosoma brucei brucei TREU927	Tb927_05_v5.1:1,124,119..1,126,164(-)	hypothetical protein	N/A	
Tb927.8.1620	Trypanosoma brucei brucei TREU927	Tb927_08_v5.1:539,325..541,194(+)	MSP-B, putative	N/A	
Tb927.7.6830	Trypanosoma brucei brucei TREU927	Tb927_07_v5.1:1,895,981..1,897,411(-)	trans-sialidase, putative	N/A	
Tb927.10.8040	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:2,002,023..2,004,563(-)	beta adaptin, putative	BAD1	
Tb927.11.310	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:68,539..71,210(-)	hypothetical protein, conserved	N/A	
Tb927.7.4070	Trypanosoma brucei brucei TREU927	Tb927_07_v5.1:1,075,964..1,077,140(+)	cysteine peptidase, Clan CA, family C2, putative	N/A	
Tb927.9.3530	Trypanosoma brucei brucei TREU927	Tb927_09_v5.1:717,555..718,021(+)	U6 snRNA-associated Sm-like protein LSm6p	Lsm6	
Tb927.10.10520	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:2,577,284..2,578,954(-)	histone H2B, putative	N/A	
Tb927.11.15360	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:4,071,234..4,072,145(-)	hypothetical protein, conserved	N/A	
Tb11.NT.122	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:2,882,977..2,883,378(+)	Noncoding RNA, putative	N/A	
Tb927.11.4000	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:1,168,818..1,171,568(+)	hypothetical protein, conserved	N/A	
Tb927.11.480	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:108,498..110,059(-)	small GTP-binding protein domain containing protein, putative	N/A	
Tb09.v4.0182	Trypanosoma brucei brucei TREU927	tryp_IXb-6g03.q1c:10,340..11,812(+)	variant surface glycoprotein (VSG, pseudogene), putative	N/A	
Tb927.6.1450	Trypanosoma brucei brucei TREU927	Tb927_06_v5.1:512,758..513,962(-)	hypothetical protein, conserved	N/A	
Tb927.7.1060	Trypanosoma brucei brucei TREU927	Tb927_07_v5.1:269,691..272,054(+)	ISWI complex protein	FYRP	
Tb927.8.4440	Trypanosoma brucei brucei TREU927	Tb927_08_v5.1:1,317,567..1,318,945(-)	mitochondrial carrier protein	MCP19	
Tb927.8.2330	Trypanosoma brucei brucei TREU927	Tb927_08_v5.1:701,043..703,234(+)	hypothetical protein, conserved	N/A	
Tb927.10.13250	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:3,223,486..3,230,364(-)	hypothetical protein, conserved	N/A	
Tb927.10.6580	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:1,664,565..1,668,561(+)	hypothetical protein	N/A	
Tb927.1.1000	Trypanosoma brucei brucei TREU927	Tb927_01_v5.1:289,877..291,155(+)	developmentally regulated phosphoprotein	N/A	
Tb927.1.2360	Trypanosoma brucei brucei TREU927	Tb927_01_v5.1:575,978..577,523(+)	alpha tubulin	N/A	
Tb927.1.2580	Trypanosoma brucei brucei TREU927	Tb927_01_v5.1:607,396..608,595(+)	exosome-associated protein 1	EAP1	
Tb927.1.780	Trypanosoma brucei brucei TREU927	Tb927_01_v5.1:249,194..250,618(-)	leucine-rich repeat-containing protein	N/A	
Tb927.2.5910	Trypanosoma brucei brucei TREU927	Tb927_02_v5.1:1,077,030..1,077,599(+)	40S ribosomal protein S13, putative	N/A	
Tb927.5.3290	Trypanosoma brucei brucei TREU927	Tb927_05_v5.1:1,088,731..1,094,274(-)	Protein of unknown function, putative	N/A	
Tb927.11.15540	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:4,126,064..4,127,989(-)	hypothetical protein, conserved	N/A	
Tb11.v5.0897	Trypanosoma brucei brucei TREU927	Tb927_11_bin_v5.1:4,692,741..4,694,585(-)	hypothetical protein, conserved	N/A	
Tb927.9.14890	Trypanosoma brucei brucei TREU927	Tb927_09_v5.1:2,325,938..2,326,081(+)	SL RNA	N/A	
Tb927.10.5440	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:1,368,700..1,370,348(+)	RNA editing endoribonuclease	KREN2	
Tb927.10.12380	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:3,002,421..3,004,825(-)	chaperone protein DnaJ, putative	J42	
Tb927.3.2530	Trypanosoma brucei brucei TREU927	Tb927_03_v5.1:636,520..637,494(-)	expression site-associated gene 11 (ESAG11), degenerate	N/A	
Tb927.9.14540	Trypanosoma brucei brucei TREU927	Tb927_09_v5.1:2,268,388..2,271,812(+)	leucine-rich repeat protein (LRRP, pseudogene), putative	N/A	
Tb927.9.18120	Trypanosoma brucei brucei TREU927	Tb927_09_v5.1:3,101,044..3,102,374(-)	variant surface glycoprotein (VSG, pseudogene), putative	N/A	
Tb10.NT.95	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:2,092,756..2,093,317(+)	Noncoding RNA, putative	N/A	
Tb927.10.13190	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:3,208,873..3,210,138(-)	actin-related protein 2/3 complex subunit 1, putative	ARPC1	
Tb927.11.5740	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:1,624,221..1,627,475(+)	formin-like protein	N/A	
Tb927.11.5240	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:1,492,561..1,494,527(+)	Methyltransferase TRM13, putative	N/A	
Tb927.9.13160	Trypanosoma brucei brucei TREU927	Tb927_09_v5.1:2,080,924..2,085,956(-)	hypothetical protein	N/A	
Tb927.9.15640	Trypanosoma brucei brucei TREU927	Tb927_09_v5.1:2,444,298..2,445,608(+)	BARP protein	BARP	
Tb11.v5.1022	Trypanosoma brucei brucei TREU927	Tb927_11_bin_v5.1:5,369,739..5,375,130(-)	protein kinase, putative	N/A	
Tb927.3.1620	Trypanosoma brucei brucei TREU927	Tb927_03_v5.1:423,166..428,105(-)	ER-golgi trafficking TRAPP I complex 85 kDa subunit, putative	N/A	
Tb927.5.4550	Trypanosoma brucei brucei TREU927	Tb927_05_v5.1:1,402,701..1,408,563(+)	receptor-type adenylate cyclase GRESAG 4, putative	N/A	
Tb927.6.3070	Trypanosoma brucei brucei TREU927	Tb927_06_v5.1:908,065..909,905(+)	hypothetical protein, conserved	N/A	
Tb927.9.450	Trypanosoma brucei brucei TREU927	Tb927_09_v5.1:110,240..111,719(+)	expression site-associated gene 3 (ESAG3), fragment	N/A	
Tb11.v5.0144	Trypanosoma brucei brucei TREU927	Tb927_11_bin_v5.1:121,615..123,441(-)	variant surface protein (VSG), putative	N/A	
Tb10.v4.0121	Trypanosoma brucei brucei TREU927	tryp_X-254c10.q1c:49,359..50,911(-)	variant surface glycoprotein (VSG, pseudogene), putative	N/A	
Tb09.v4.0044	Trypanosoma brucei brucei TREU927	TP26P4-6c09.p1k:19,413..20,819(+)	variant surface glycoprotein (VSG, pseudogene), putative	N/A	
Tb927.1.1820	Trypanosoma brucei brucei TREU927	Tb927_01_v5.1:470,120..471,459(+)	hypothetical PIN domain-containing protein	N/A	
Tb927.1.1270	Trypanosoma brucei brucei TREU927	Tb927_01_v5.1:334,682..335,988(+)	homocysteine S-methyltransferase, putative	N/A	
Tb927.1.1720	Trypanosoma brucei brucei TREU927	Tb927_01_v5.1:436,931..438,166(+)	cyclophilin 15, putative	N/A	
Tb927.2.1790	Trypanosoma brucei brucei TREU927	Tb927_02_v5.1:330,793..331,314(+)	hypothetical protein, conserved	N/A	
Tb927.2.5710	Trypanosoma brucei brucei TREU927	Tb927_02_v5.1:1,025,808..1,027,351(+)	hypothetical protein	N/A	
Tb927.9.16770	Trypanosoma brucei brucei TREU927	Tb927_09_v5.1:2,753,943..2,755,662(-)	variant surface glycoprotein (VSG, pseudogene), putative	N/A	
Tb927.9.8380	Trypanosoma brucei brucei TREU927	Tb927_09_v5.1:1,366,245..1,367,409(-)	hypothetical protein, conserved	N/A	
Tb927.10.3030	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:794,438..795,629(+)	proteasome regulatory non-ATPase subunit 11	RPN11	
Tb927.11.14410	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:3,832,360..3,835,065(+)	Ankyrin repeats (3 copies), putative	N/A	
Tb927.11.4960	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:1,415,925..1,417,199(+)	transcription elongation factor s-II, putative	TFIIS1	
Tb927.3.230	Trypanosoma brucei brucei TREU927	Tb927_03_v5.1:37,496..38,952(+)	variant surface glycoprotein, degenerate	N/A	
Tb927.4.320	Trypanosoma brucei brucei TREU927	Tb927_04_v5.1:100,794..102,615(-)	Eukaryotic protein of unknown function (DUF914), putative	N/A	
Tb927.5.4060	Trypanosoma brucei brucei TREU927	Tb927_05_v5.1:1,304,311..1,306,931(-)	Nicastrin, putative	N/A	
Tb927.8.5550	Trypanosoma brucei brucei TREU927	Tb927_08_v5.1:1,637,072..1,638,261(+)	hypothetical protein, conserved	N/A	
Tb927.4.630	Trypanosoma brucei brucei TREU927	Tb927_04_v5.1:183,833..184,754(-)	MICOS complex subunit MIC34	MIC34	
Tb927.5.240	Trypanosoma brucei brucei TREU927	Tb927_05_v5.1:53,876..56,087(+)	variant surface glycoprotein, degenerate	N/A	
Tb927.7.2830	Trypanosoma brucei brucei TREU927	Tb927_07_v5.1:729,826..730,534(+)	histone H2A, putative	N/A	
Tb11.v5.0326	Trypanosoma brucei brucei TREU927	Tb927_11_bin_v5.1:912,792..913,700(+)	retrotransposon hot spot (RHS) protein, putative	N/A	
Tb927.3.170	Trypanosoma brucei brucei TREU927	Tb927_03_v5.1:14,316..15,879(+)	variant surface glycoprotein, degenerate	N/A	
Tb927.3.1350	Trypanosoma brucei brucei TREU927	Tb927_03_v5.1:338,139..341,161(+)	hypothetical protein, conserved	N/A	
Tb927.3.3400	Trypanosoma brucei brucei TREU927	Tb927_03_v5.1:868,667..870,429(-)	kinesin, putative	N/A	
Tb927.3.1910	Trypanosoma brucei brucei TREU927	Tb927_03_v5.1:497,029..503,599(-)	Histone RNA hairpin-binding protein RNA-binding domain containing protein, putative	SLBP1	
Tb927.3.3580	Trypanosoma brucei brucei TREU927	Tb927_03_v5.1:1,006,267..1,009,763(+)	heat shock protein 90, putative	LPG3	
Tb927.3.3590	Trypanosoma brucei brucei TREU927	Tb927_03_v5.1:1,009,870..1,012,640(+)	U3 small nucleolar ribonucleoprotein protein MPP10, putative	N/A	
Tb927.4.5040	Trypanosoma brucei brucei TREU927	Tb927_04_v5.1:1,381,738..1,384,131(-)	dihydrolipoamide dehydrogenase	N/A	
Tb927.4.290	Trypanosoma brucei brucei TREU927	Tb927_04_v5.1:71,146..73,984(-)	retrotransposon hot spot protein 3 (RHS3), putative	N/A	
Tb927.5.4330	Trypanosoma brucei brucei TREU927	Tb927_05_v5.1:1,349,167..1,350,755(-)	dihydrolipoamide branched chain transacylase, putative	N/A	
Tb927.5.4450	Trypanosoma brucei brucei TREU927	Tb927_05_v5.1:1,371,940..1,373,109(-)	hypothetical protein, conserved	N/A	
Tb927.5.4500	Trypanosoma brucei brucei TREU927	Tb927_05_v5.1:1,383,439..1,384,067(-)	ras-like small GTPase, putative	TbSAR1	
Tb927.6.4990	Trypanosoma brucei brucei TREU927	Tb927_06_v5.1:1,370,960..1,371,706(+)	mitochondrial ATP synthase delta chain	N/A	
Tb927.6.2730	Trypanosoma brucei brucei TREU927	Tb927_06_v5.1:817,347..823,371(+)	hypothetical protein, conserved	N/A	
Tb927.6.2250	Trypanosoma brucei brucei TREU927	Tb927_06_v5.1:708,975..711,850(+)	rac serine-threonine kinase, putative	RAC	
Tb927.6.2720	Trypanosoma brucei brucei TREU927	Tb927_06_v5.1:815,856..817,032(+)	calcium-binding protein, putative	N/A	
Tb927.6.5620	Trypanosoma brucei brucei TREU927	Tb927_06_v5.1:1,563,723..1,565,211(-)	variant surface glycoprotein, degenerate	N/A	
Tb927.7.4960	Trypanosoma brucei brucei TREU927	Tb927_07_v5.1:1,306,614..1,308,074(-)	hypothetical protein, conserved	N/A	
Tb927.7.7530	Trypanosoma brucei brucei TREU927	Tb927_07_v5.1:2,187,360..2,192,043(+)	receptor-type adenylate cyclase GRESAG 4, putative	N/A	
Tb927.7.6380	Trypanosoma brucei brucei TREU927	Tb927_07_v5.1:1,731,920..1,732,644(-)	ssm4 protein, putative	TbSsm4	
Tb927.8.750	Trypanosoma brucei brucei TREU927	Tb927_08_v5.1:207,159..208,284(-)	nucleolar RNA-binding protein, putative	NOPP44/46-2	
Tb927.8.5800	Trypanosoma brucei brucei TREU927	Tb927_08_v5.1:1,710,007..1,710,485(+)	hypothetical protein, conserved	N/A	
Tb927.8.7080	Trypanosoma brucei brucei TREU927	Tb927_08_v5.1:2,032,591..2,037,164(+)	hypothetical protein, conserved	N/A	
Tb927.3.3443	Trypanosoma brucei brucei TREU927	Tb927_03_v5.1:945,236..946,720(+)	28S beta ribosomal RNA	28S-beta	
Tb927.5.4480	Trypanosoma brucei brucei TREU927	Tb927_05_v5.1:1,380,372..1,382,458(-)	paraflagellar rod component par4, putative	N/A	
Tb927.10.7570	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:1,903,488..1,904,881(-)	dihydrolipoamide acetyltransferase E2 subunit, putative	PDH-E2	
Tb11.v5.0812	Trypanosoma brucei brucei TREU927	Tb927_11_bin_v5.1:4,227,005..4,233,995(+)	signal recognition particle protein, putative	N/A	
Tb927.11.15255	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:4,049,927..4,050,446(-)	hypothetical protein	N/A	
Tb927.7.600	Trypanosoma brucei brucei TREU927	Tb927_07_v5.1:122,740..125,076(-)	mitochondrial DNA ligase homolog, LIG k-beta	N/A	
Tb927.9.4210	Trypanosoma brucei brucei TREU927	Tb927_09_v5.1:797,662..800,028(+)	fatty acyl CoA synthetase 3	ACS3	
Tb927.7.230	Trypanosoma brucei brucei TREU927	Tb927_07_v5.1:43,368..43,799(+)	40S ribosomal protein S33, putative	N/A	
Tb11.v5.0437	Trypanosoma brucei brucei TREU927	Tb927_11_bin_v5.1:1,738,753..1,742,272(-)	Mannosyltransferase (PIG-V)), putative	N/A	
Tb927.11.7250	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:2,049,668..2,051,268(+)	hypothetical protein, conserved	N/A	
Tb927.3.5170	Trypanosoma brucei brucei TREU927	Tb927_03_v5.1:1,452,140..1,453,632(+)	mediator of rna polymerase ii transcription subunit 3	MED-T3	
Tb927.3.3060	Trypanosoma brucei brucei TREU927	Tb927_03_v5.1:784,857..785,818(-)	hypothetical protein, conserved	N/A	
Tb927.3.2900	Trypanosoma brucei brucei TREU927	Tb927_03_v5.1:746,517..748,191(-)	eukaryotic translation initiation factor 2 subunit alpha	EIF2A	
Tb927.3.3110	Trypanosoma brucei brucei TREU927	Tb927_03_v5.1:796,976..800,259(-)	Condensin complex subunit 3, putative	CND3	
Tb927.4.1710	Trypanosoma brucei brucei TREU927	Tb927_04_v5.1:436,440..437,735(-)	rhodanese-like domain containing protein, putative	N/A	
Tb927.4.420	Trypanosoma brucei brucei TREU927	Tb927_04_v5.1:119,549..127,491(-)	phosphatidylinositol 4-kinase, putative	TOR2	
Tb927.4.120	Trypanosoma brucei brucei TREU927	Tb927_04_v5.1:10,210..13,522(+)	hypothetical protein	N/A	
Tb927.5.292b	Trypanosoma brucei brucei TREU927	Tb927_05_v5.1:107,153..107,907(+)	hypothetical protein	N/A	
Tb927.6.1440	Trypanosoma brucei brucei TREU927	Tb927_06_v5.1:511,792..512,654(-)	LSU ribosomal protein, mitochondrial, putative	N/A	
Tb927.7.670	Trypanosoma brucei brucei TREU927	Tb927_07_v5.1:139,412..143,433(-)	hypothetical protein, conserved	N/A	
Tb927.7.1160	Trypanosoma brucei brucei TREU927	Tb927_07_v5.1:298,045..298,596(+)	hypothetical protein, conserved	N/A	
Tb927.7.2160	Trypanosoma brucei brucei TREU927	Tb927_07_v5.1:556,306..559,190(-)	hypothetical protein, conserved	N/A	
Tb927.7.1680	Trypanosoma brucei brucei TREU927	Tb927_07_v5.1:419,454..420,778(+)	Uncharacterised conserved protein (DUF2305), putative	N/A	
Tb927.7.560	Trypanosoma brucei brucei TREU927	Tb927_07_v5.1:114,077..116,494(-)	hypothetical protein, conserved	N/A	
Tb927.7.1180	Trypanosoma brucei brucei TREU927	Tb927_07_v5.1:300,918..301,657(+)	RNA-binding protein, putative	RBP19	
Tb927.7.1250	Trypanosoma brucei brucei TREU927	Tb927_07_v5.1:325,220..326,763(+)	hypothetical protein, conserved	N/A	
Tb927.8.4580	Trypanosoma brucei brucei TREU927	Tb927_08_v5.1:1,357,004..1,359,085(-)	Basal body protein	BBP58	
Tb927.8.910	Trypanosoma brucei brucei TREU927	Tb927_08_v5.1:272,330..285,554(-)	hypothetical protein, conserved	N/A	
Tb927.8.8100	Trypanosoma brucei brucei TREU927	Tb927_08_v5.1:2,394,362..2,396,248(+)	UDP-Gal or UDP-GlcNAc-dependent glycosyltransferase, putative	N/A	
Tb927.9.1400	Trypanosoma brucei brucei TREU927	Tb927_09_v5.1:345,924..347,315(-)	kynurenine 3-monooxygenase, putative	N/A	
Tb927.9.2130	Trypanosoma brucei brucei TREU927	Tb927_09_v5.1:481,675..486,654(-)	hypothetical protein, conserved	N/A	
Tb927.9.12710	Trypanosoma brucei brucei TREU927	Tb927_09_v5.1:1,998,809..2,000,230(+)	hypothetical protein, conserved	N/A	
Tb927.9.7230	Trypanosoma brucei brucei TREU927	Tb927_09_v5.1:1,174,691..1,175,323(+)	ADP-ribosylation factor-like protein, putative	ARL1B	
Tb927.9.17730	Trypanosoma brucei brucei TREU927	Tb927_09_v5.1:3,000,877..3,001,368(-)	hypothetical protein	N/A	
Tb927.9.17140	Trypanosoma brucei brucei TREU927	Tb927_09_v5.1:2,835,880..2,837,442(-)	variant surface glycoprotein (VSG), putative	N/A	
Tb927.9.4227	Trypanosoma brucei brucei TREU927	Tb927_09_v5.1:800,728..801,040(+)	Noncoding RNA, putative	N/A	
Tb927.10.1960	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:511,123..513,560(+)	hypothetical protein, conserved	N/A	
Tb927.10.4630	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:1,176,795..1,177,473(-)	hypothetical protein, conserved	N/A	
Tb927.10.10580	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:2,583,630..2,584,392(-)	histone H2B, putative	N/A	
Tb927.10.14500	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:3,544,251..3,546,635(-)	hypothetical protein, conserved	N/A	
Tb927.10.14930	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:3,648,503..3,653,332(+)	Zinc finger CCCH domain-containing protein 39	ZC3H39	
Tb927.10.11920	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:2,906,856..2,907,436(+)	hypothetical protein, conserved	N/A	
Tb927.10.5800	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:1,439,264..1,439,770(-)	hypothetical protein, conserved	N/A	
Tb927.10.9040	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:2,239,401..2,244,313(+)	hypothetical protein, conserved	N/A	
Tb11.1550	Trypanosoma brucei brucei TREU927	Tb927_11_bin_v5.1:5,210,091..5,210,747(+)	hypothetical protein	N/A	
Tb11.v5.0178	Trypanosoma brucei brucei TREU927	Tb927_11_bin_v5.1:224,813..231,273(+)	glutamine synthetase, putative	N/A	
Tb11.v5.0627	Trypanosoma brucei brucei TREU927	Tb927_11_bin_v5.1:3,027,134..3,043,077(-)	lipase domain protein, putative	N/A	
Tb11.v5.0139	Trypanosoma brucei brucei TREU927	Tb927_11_bin_v5.1:106,726..108,018(-)	variant surface protein (VSG), putative	N/A	
Tb927.11.5800	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:1,647,429..1,650,142(+)	hypothetical protein, conserved	N/A	
Tb927.11.10025	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:2,697,733..2,698,137(+)	60S ribosomal protein L29, putative	N/A	
Tb927.11.2950	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:858,822..861,322(-)	Nucleoporin NUP89	NUP89	
Tb927.11.6480	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:1,829,950..1,832,337(-)	FHA domain containing protein, putative	N/A	
Tb927.11.16890	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:4,497,834..4,504,343(-)	Tetratricopeptide-like helical domain containing protein	FLAM7	
Tb927.11.5880	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:1,667,617..1,670,652(+)	LSU ribosomal protein, mitochondrial, putative	N/A	
Tb927.11.4070	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:1,195,538..1,196,230(+)	hypothetical protein	N/A	
Tb927.11.3850	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:1,125,463..1,131,701(+)	AMP deaminase, putative	N/A	
Tb927.11.150	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:31,850..35,635(-)	receptor-type adenylate cyclase GRESAG 4, putative	N/A	
